reporting_unit,votes,candidate,contest,county,ctv,municipality
TOWN OF WAGNER - W 1,NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAGNER
TOWN OF WAGNER - W 1,NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAGNER
"TOWN OF WAUSAUKEE - W 1, 2",NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
"TOWN OF WAUSAUKEE - W 1, 2",NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,T,WAUSAUKEE
VILLAGE OF COLEMAN - W 1,NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
VILLAGE OF COLEMAN - W 1,NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,COLEMAN
"VILLAGE OF CRIVITZ - W1, 2",NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
"VILLAGE OF CRIVITZ - W1, 2",NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,CRIVITZ
VILLAGE OF POUND - W 1,NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF POUND - W 1,NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,POUND
VILLAGE OF WAUSAUKEE - W 1,NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
VILLAGE OF WAUSAUKEE - W 1,NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,V,WAUSAUKEE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"MARINETTE - W 1, 2, 3, 4, 5, 6, 7, 8",NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,MARINETTE
"NIAGARA - W 1, 2, 3",NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,DE LA CRUZ_GARCIA_SOCIALISM,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,WEST_ABDULLAH_JUSTICE FOR ALL,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,"KENNEDY, JR._SHANAHAN_WE THE PEOPLE",PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"NIAGARA - W 1, 2, 3",NA,SCATTERING,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,NIAGARA
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,HARRIS_WALZ_DEMOCRATIC,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,TRUMP_VANCE_REPUBLICAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,TERRY_BRODEN_CONSTITUTION,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,OLIVER_TER MATT_LIBERTARIAN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,PESHTIGO
"PESHTIGO - W 1, 2, 3, 4, 5, 6, 7",NA,STEIN_WARE_GREEN,PRESIDENT_VICE PRESIDENT_,MARINETTE,C,PESHTIGO
