reporting_unit,contest,candidate,votes,county,ctv,municipality
CITY OF JANESVILLE WARD 3,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1306,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 3,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1140,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 4,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,981,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 4,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,821,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 5,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1321,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 5,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1148,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 6,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1776,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 6,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,1685,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 7,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,0,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 7,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,0,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 8,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1752,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 8,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,854,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 9,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1368,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 9,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,490,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 10,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1604,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 10,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,698,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 11,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,1355,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 11,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,537,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 12,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,0,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 12,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,0,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 13,VOTERS AND BALLOTS,REGISTERED VOTERS - TOTAL,0,ROCK,C,JANESVILLE 
CITY OF JANESVILLE WARD 13,VOTERS AND BALLOTS,BALLOTS CAST - TOTAL,0,ROCK,C,JANESVILLE 
