candidate,contest,reporting_unit,votes,county,ctv,municipality
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,0,ONEIDA,T,LYNNE
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,0,ONEIDA,T,MINOCQUA
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,0,ONEIDA,T,MONICO
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,0,ONEIDA,T,NOKOMIS
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,0,ONEIDA,T,PIEHL
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,0,ONEIDA,T,STELLA
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,13,ONEIDA,T,THREE LAKES
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,1,ONEIDA,T,WOODRUFF
PETER SONSKI / LAUREN ONAK (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,0,ONEIDA,C,RHINELANDER
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,0,ONEIDA,T,CASSIAN
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,0,ONEIDA,T,CRESCENT
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,0,ONEIDA,T,HAZELHURST
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,0,ONEIDA,T,LAKE TOMAHAWK
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,0,ONEIDA,T,LYNNE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,0,ONEIDA,T,MINOCQUA
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,0,ONEIDA,T,MONICO
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,0,ONEIDA,T,NOKOMIS
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,0,ONEIDA,T,PIEHL
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,0,ONEIDA,T,STELLA
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,0,ONEIDA,T,THREE LAKES
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,0,ONEIDA,T,WOODRUFF
CHERUNDA LYNN FOX (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,0,ONEIDA,C,RHINELANDER
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,0,ONEIDA,T,CASSIAN
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,0,ONEIDA,T,CRESCENT
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,0,ONEIDA,T,HAZELHURST
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,0,ONEIDA,T,LAKE TOMAHAWK
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,0,ONEIDA,T,LYNNE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,0,ONEIDA,T,MINOCQUA
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,0,ONEIDA,T,MONICO
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,0,ONEIDA,T,NOKOMIS
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,0,ONEIDA,T,PIEHL
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,0,ONEIDA,T,STELLA
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,0,ONEIDA,T,THREE LAKES
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,0,ONEIDA,T,WOODRUFF
BRIAN KIENITZ (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,0,ONEIDA,C,RHINELANDER
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,0,ONEIDA,T,CASSIAN
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,0,ONEIDA,T,CRESCENT
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,0,ONEIDA,T,HAZELHURST
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,0,ONEIDA,T,LAKE TOMAHAWK
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,0,ONEIDA,T,LYNNE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,0,ONEIDA,T,MINOCQUA
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,0,ONEIDA,T,MONICO
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,0,ONEIDA,T,NOKOMIS
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,0,ONEIDA,T,PIEHL
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,0,ONEIDA,T,STELLA
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,0,ONEIDA,T,THREE LAKES
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,0,ONEIDA,T,WOODRUFF
DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,0,ONEIDA,C,RHINELANDER
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,0,ONEIDA,T,CASSIAN
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,0,ONEIDA,T,CRESCENT
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,0,ONEIDA,T,HAZELHURST
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,0,ONEIDA,T,LAKE TOMAHAWK
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,0,ONEIDA,T,LYNNE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,0,ONEIDA,T,MINOCQUA
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,0,ONEIDA,T,MONICO
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,0,ONEIDA,T,NOKOMIS
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,0,ONEIDA,T,PIEHL
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,0,ONEIDA,T,STELLA
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,0,ONEIDA,T,THREE LAKES
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,0,ONEIDA,T,WOODRUFF
FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,0,ONEIDA,C,RHINELANDER
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,0,ONEIDA,T,CASSIAN
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,0,ONEIDA,T,CRESCENT
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,0,ONEIDA,T,HAZELHURST
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,0,ONEIDA,T,LAKE TOMAHAWK
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,0,ONEIDA,T,LYNNE
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,0,ONEIDA,T,MINOCQUA
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,0,ONEIDA,T,MONICO
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,0,ONEIDA,T,NEWBOLD
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,0,ONEIDA,T,NOKOMIS
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,0,ONEIDA,T,PELICAN
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,0,ONEIDA,T,PIEHL
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,0,ONEIDA,T,PINE LAKE
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,0,ONEIDA,T,STELLA
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,0,ONEIDA,T,SUGAR CAMP
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,0,ONEIDA,T,THREE LAKES
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,0,ONEIDA,T,WOODBORO
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,0,ONEIDA,T,WOODRUFF
ANDRE RAMONE MCNEIL SR. (WRITE-IN),1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,0,ONEIDA,C,RHINELANDER
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T CASSIAN W 1-2,2,ONEIDA,T,CASSIAN
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T CRESCENT W 1-3,2,ONEIDA,T,CRESCENT
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T ENTERPRISE W 1,0,ONEIDA,T,ENTERPRISE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T HAZELHURST W 1-2,2,ONEIDA,T,HAZELHURST
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T LAKE TOMAHAWK W 1-2,1,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T LITTLE RICE W 1,0,ONEIDA,T,LITTLE RICE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T LYNNE W 1,0,ONEIDA,T,LYNNE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T MINOCQUA W 1-7,13,ONEIDA,T,MINOCQUA
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T MONICO W 1,0,ONEIDA,T,MONICO
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 1,0,ONEIDA,T,NEWBOLD
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T NEWBOLD W 2-4,5,ONEIDA,T,NEWBOLD
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T NOKOMIS W 1-2,1,ONEIDA,T,NOKOMIS
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T PELICAN W 1- 4,1,ONEIDA,T,PELICAN
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T PIEHL W 1,0,ONEIDA,T,PIEHL
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T PINE LAKE W 1-4,4,ONEIDA,T,PINE LAKE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T SCHOEPKE W 1,0,ONEIDA,T,SCHOEPKE
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T STELLA W 1-2,0,ONEIDA,T,STELLA
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T SUGAR CAMP W 1-2,4,ONEIDA,T,SUGAR CAMP
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T THREE LAKES W 1-4,13,ONEIDA,T,THREE LAKES
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T WOODBORO W 1,2,ONEIDA,T,WOODBORO
SCATTERING,1) PRESIDENT / VICE PRESIDENT,T WOODRUFF W 1-3,2,ONEIDA,T,WOODRUFF
SCATTERING,1) PRESIDENT / VICE PRESIDENT,C RHINELANDER W 1-17,6,ONEIDA,C,RHINELANDER
TAMMY BALDWIN,11) UNITED STATES SENATOR,T CASSIAN W 1-2,301,ONEIDA,T,CASSIAN
TAMMY BALDWIN,11) UNITED STATES SENATOR,T CRESCENT W 1-3,590,ONEIDA,T,CRESCENT
TAMMY BALDWIN,11) UNITED STATES SENATOR,T ENTERPRISE W 1,66,ONEIDA,T,ENTERPRISE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,405,ONEIDA,T,HAZELHURST
TAMMY BALDWIN,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,299,ONEIDA,T,LAKE TOMAHAWK
TAMMY BALDWIN,11) UNITED STATES SENATOR,T LITTLE RICE W 1,90,ONEIDA,T,LITTLE RICE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T LYNNE W 1,35,ONEIDA,T,LYNNE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,1418,ONEIDA,T,MINOCQUA
TAMMY BALDWIN,11) UNITED STATES SENATOR,T MONICO W 1,57,ONEIDA,T,MONICO
TAMMY BALDWIN,11) UNITED STATES SENATOR,T NEWBOLD W 1,102,ONEIDA,T,NEWBOLD
TAMMY BALDWIN,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,766,ONEIDA,T,NEWBOLD
TAMMY BALDWIN,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,431,ONEIDA,T,NOKOMIS
TAMMY BALDWIN,11) UNITED STATES SENATOR,T PELICAN W 1- 4,771,ONEIDA,T,PELICAN
TAMMY BALDWIN,11) UNITED STATES SENATOR,T PIEHL W 1,14,ONEIDA,T,PIEHL
TAMMY BALDWIN,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,776,ONEIDA,T,PINE LAKE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T SCHOEPKE W 1,114,ONEIDA,T,SCHOEPKE
TAMMY BALDWIN,11) UNITED STATES SENATOR,T STELLA W 1-2,175,ONEIDA,T,STELLA
TAMMY BALDWIN,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,442,ONEIDA,T,SUGAR CAMP
TAMMY BALDWIN,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,622,ONEIDA,T,THREE LAKES
TAMMY BALDWIN,11) UNITED STATES SENATOR,T WOODBORO W 1,217,ONEIDA,T,WOODBORO
TAMMY BALDWIN,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,602,ONEIDA,T,WOODRUFF
TAMMY BALDWIN,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,1979,ONEIDA,C,RHINELANDER
ERIC HOVDE,11) UNITED STATES SENATOR,T CASSIAN W 1-2,500,ONEIDA,T,CASSIAN
ERIC HOVDE,11) UNITED STATES SENATOR,T CRESCENT W 1-3,783,ONEIDA,T,CRESCENT
ERIC HOVDE,11) UNITED STATES SENATOR,T ENTERPRISE W 1,180,ONEIDA,T,ENTERPRISE
ERIC HOVDE,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,524,ONEIDA,T,HAZELHURST
ERIC HOVDE,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,471,ONEIDA,T,LAKE TOMAHAWK
ERIC HOVDE,11) UNITED STATES SENATOR,T LITTLE RICE W 1,176,ONEIDA,T,LITTLE RICE
ERIC HOVDE,11) UNITED STATES SENATOR,T LYNNE W 1,75,ONEIDA,T,LYNNE
ERIC HOVDE,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,2144,ONEIDA,T,MINOCQUA
ERIC HOVDE,11) UNITED STATES SENATOR,T MONICO W 1,121,ONEIDA,T,MONICO
ERIC HOVDE,11) UNITED STATES SENATOR,T NEWBOLD W 1,182,ONEIDA,T,NEWBOLD
ERIC HOVDE,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,925,ONEIDA,T,NEWBOLD
ERIC HOVDE,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,615,ONEIDA,T,NOKOMIS
ERIC HOVDE,11) UNITED STATES SENATOR,T PELICAN W 1- 4,954,ONEIDA,T,PELICAN
ERIC HOVDE,11) UNITED STATES SENATOR,T PIEHL W 1,31,ONEIDA,T,PIEHL
ERIC HOVDE,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,921,ONEIDA,T,PINE LAKE
ERIC HOVDE,11) UNITED STATES SENATOR,T SCHOEPKE W 1,178,ONEIDA,T,SCHOEPKE
ERIC HOVDE,11) UNITED STATES SENATOR,T STELLA W 1-2,224,ONEIDA,T,STELLA
ERIC HOVDE,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,852,ONEIDA,T,SUGAR CAMP
ERIC HOVDE,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,1165,ONEIDA,T,THREE LAKES
ERIC HOVDE,11) UNITED STATES SENATOR,T WOODBORO W 1,371,ONEIDA,T,WOODBORO
ERIC HOVDE,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,785,ONEIDA,T,WOODRUFF
ERIC HOVDE,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,1720,ONEIDA,C,RHINELANDER
